cap,city,description,details,price,title,url
 1206, Genève,", Genève - En exclusivité - Appartement d'exception au cur de Florissant","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 372 m', ' Locali ': ' 8 ', ' Piano ': ' 6° piano ', ' Piani della casa ': ' 7 ', ' Anno di costruzione ': ' 1970 ', ' Codice immobile ': ' 4823643 ', ' Numero oggetto ': ' 120663894 '}", su richiesta ,Appartamento 8 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - Magnifique villa individuelle avec piscine","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 200 m', ' Locali ': ' 8 ', ' Anno di costruzione ': ' 1982 ', ' Ultima ristrutturazione ': ' 2018 ', ' Codice immobile ': ' 4640275 ', ' Numero oggetto ': ' ..eb33d783-4ea4-476e-8c60-d4b38bfb4266 '}", su richiesta ,Casa monofamiliare 8 Locali,
" Rue de Contamines 15,", 1206,", Genève - Florissant attique d'exception neuf","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 220 m', ' Locali ': ' 5.5 ', ' Piano ': ' 6° piano ', ' Anno di costruzione ': ' 1911 ', ' Ultima ristrutturazione ': ' 2021 ', ' Codice immobile ': ' 4663161 ', ' Numero oggetto ': ' ..716e2b3b-5a06-41c0-b51a-2287808eac1b '}", 3'300'000.– ,Attico 5.5 Locali,
 1207, Genève,", Genève - Cachet et charme en coeur de ville","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 197 m', ' Locali ': ' 6 ', ' Piano ': ' 2° piano ', ' Anno di costruzione ': ' 1890 ', ' Ultima ristrutturazione ': ' 2010 ', ' Codice immobile ': ' 4647939 ', ' Numero oggetto ': ' ..d6e66ebc-a59e-43ea-b0c5-9bb5e6480d72 '}", 3'600'000.– ,Appartamento 6 Locali,
 1213, Petit-Lancy,", Petit-Lancy - Au bout d'un chemin sans issue","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 3.5 ', ' Codice immobile ': ' 4840943 ', ' Numero oggetto ': ' ..503aefe2-41a4-4e3f-b2c8-913e804c7ebd '}", 1'070'000.– ,Appartamento 3.5 Locali,
" Rue Sillem 6,", 1207,", Genève - GENEVE - SUPERBE APPARTEMENT - 5 PIECES","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 135 m', ' Locali ': ' 5 ', ' Codice immobile ': ' 3825932 ', ' Numero oggetto ': ' ..b4e011cd-9b0c-4f05-ab1e-fea9f0ec772b '}", 1'780'000.– ,Appartamento 5 Locali,
 1225, Chêne-Bourg,", Chêne-Bourg - Chêne-Bourg GE - Villa individuelle de 7 pièces à vendre","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 187 m', ' Locali ': ' 7 ', ' Piani della casa ': ' 3 ', ' Anno di costruzione ': ' 2021 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4643868 ', ' Numero oggetto ': ' ..6158ed93-b728-432c-816c-f9da47254975 '}", 2'075'000.– ,Casa monofamiliare 7 Locali,
 1223, Cologny,", Cologny - Situation privilégiée dans un cadre de paix","{' Tipo di oggetto ': ' Appartamento su due piani ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 436 m', ' Locali ': ' 7 ', ' Piani della casa ': ' 3 ', ' Anno di costruzione ': ' 2008 ', ' Codice immobile ': ' 4676474 ', ' Numero oggetto ': ' 108043 '}", 9'900'000.– ,Appartamento su due piani 7 Locali,
 1204, Genève,", Genève - Appartement de haut standing au coeur de l'historique Vieille-Ville","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 157 m', ' Locali ': ' 4.5 ', ' Piano ': ' 2° piano ', ' Anno di costruzione ': ' 1100 ', ' Codice immobile ': ' 4648584 ', ' Numero oggetto ': ' ..52f3a726-3794-461c-bdd6-e51da83b1cee '}", 3'950'000.– ,Appartamento 4.5 Locali,
 1216, Cointrin,", Cointrin - Coup de Coeur assuré !","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 328 m', ' Locali ': ' 8 ', ' Anno di costruzione ': ' 1990 ', ' Codice immobile ': ' 4639650 ', ' Numero oggetto ': ' ..3b4b128b-fcc7-4472-90d5-4838e4d40bf8 '}", 3'800'000.– ,Casa monofamiliare 8 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - Somptueuse propriété de maître","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 18 ', ' Codice immobile ': ' 3937057 ', ' Numero oggetto ': ' ..cb644b01-7067-44b3-a4cd-0ba2eb8a8f20 '}", su richiesta ,Casa monofamiliare 18 Locali,
 1201, Genève,", Genève - Bel appartement au calme dans le centre de Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 71 m', ' Locali ': ' 4 ', ' Anno di costruzione ': ' 1984 ', ' Ultima ristrutturazione ': ' 2019 ', ' Codice immobile ': ' 4865639 ', ' Numero oggetto ': ' ..PYJQ-6L8J-6 '}", 1'030'000.– ,Appartamento 4 Locali,
 1206, Genève,", Genève - EXCLUSIVITE : Attique d'exception en pignon avec vue imprenable","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 270 m', ' Locali ': ' 9 ', ' Codice immobile ': ' 3867400 ', ' Numero oggetto ': ' ..0827ce6e-e3e5-4691-a1cc-0be4e8ac9117 '}", 5'980'000.– ,Attico 9 Locali,
 1206, Genève,", Genève - Magnifique attique avec grande terrasse et vue spectaculaire","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 140 m', ' Locali ': ' 5 ', ' Anno di costruzione ': ' 1980 ', ' Codice immobile ': ' 4827787 ', ' Numero oggetto ': ' ..37f74009-2b39-4ce2-b53f-7c0fea1c6cc0 '}", 4'250'000.– ,Attico 5 Locali,
 1204, Genève,", Genève - Luxueux appartement de style ancien","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 160 m', ' Locali ': ' 4.5 ', ' Piano ': ' 3° piano ', ' Anno di costruzione ': ' 1600 ', ' Codice immobile ': ' 4824855 ', ' Numero oggetto ': ' ..84b619ce-479e-4987-9065-9b9a6e68c692 '}", 3'800'000.– ,Appartamento 4.5 Locali,
 1207, Genève,", Genève - Appartement de charme au coeur du centre ville de Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 227 m', ' Locali ': ' 6 ', ' Anno di costruzione ': ' 1930 ', ' Ultima ristrutturazione ': ' 2005 ', ' Codice immobile ': ' 3905020 ', ' Numero oggetto ': ' ..c9c3d8bb-7bd2-4e86-b8eb-c974cdda10f8 '}", 3'500'000.– ,Appartamento 6 Locali,
 1201, Genève,", Genève - Magnifique appartement avec vue lac","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 364 m', ' Locali ': ' 9 ', ' Piano ': ' 1° piano ', ' Piani della casa ': ' 7 ', ' Anno di costruzione ': ' 1900 ', ' Codice immobile ': ' 4828902 ', ' Numero oggetto ': ' ..2122f9a8-f7fc-4e7a-bb66-4a7959dc6cc8 '}", 12'500'000.– ,Appartamento 9 Locali,
 1203, Genève,", Genève - Attique avec toit-terrasse + 3 terrasses","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 115 m', ' Locali ': ' 4 ', ' Piano ': ' 7° piano ', ' Codice immobile ': ' 4823379 ', ' Numero oggetto ': ' ..4b08675a-af65-4c46-a002-519d71186fd1 '}", 2'290'000.– ,Attico 4 Locali,
 1205, Genève,", Genève - HYPER CENTRE 4p. rénové","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 94 m', ' Locali ': ' 4 ', ' Piano ': ' 2° piano ', ' Codice immobile ': ' 4824078 ', ' Numero oggetto ': ' ..bf2f024b-c0cd-4277-82c7-78a4f06de706 '}", 1'550'000.– ,Appartamento 4 Locali,
 1223, Cologny,", Cologny - Superbe maison d'architecte sur Cologny avec vue sur le lac","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 850 m', ' Locali ': ' 15 ', ' Codice immobile ': ' 3923931 ', ' Numero oggetto ': ' ..94a96518-8da2-4060-8fb2-99c64f50db0e '}", su richiesta ,Casa monofamiliare 15 Locali,
 1201, Genève,", Genève - Magnifique appartement de 5 pièces sous les combles","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 155 m', ' Locali ': ' 5 ', ' Anno di costruzione ': ' 1929 ', ' Ultima ristrutturazione ': ' 2018 ', ' Codice immobile ': ' 4828926 ', ' Numero oggetto ': ' ..e8c83bf1-952e-4a52-b0eb-20bdc71c055c '}", 2'290'000.– ,Appartamento 5 Locali,
 1206, Genève,", Genève - Appartement 4 pièces à Florissant","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 100 m', ' Locali ': ' 4 ', ' Piano ': ' 8° piano ', ' Ultima ristrutturazione ': ' 2018 ', ' Codice immobile ': ' 4828947 ', ' Numero oggetto ': ' ..6329b8d6-3cd7-4a22-b427-fa77ffef9274 '}", 1'500'000.– ,Appartamento 4 Locali,
 1206, Genève,", Genève - Rare attique de 5 pièces avec terrasse panoramique et vue lac","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 5 ', ' Codice immobile ': ' 4827560 ', ' Numero oggetto ': ' ..ddaa224a-bfb8-446a-9eee-a65f80f2950f '}", 4'250'000.– ,Appartamento 5 Locali,
 1227, Les Acacias,", Les Acacias - Appartement 4 pièces entièrement rénové","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 80 m', ' Locali ': ' 4 ', ' Piano ': ' 1° piano ', ' Ultima ristrutturazione ': ' 2021 ', ' Codice immobile ': ' 4830154 ', ' Numero oggetto ': ' ..f4305b5d-a6b8-4405-92b8-8e069a87acd0 '}", 1'195'000.– ,Appartamento 4 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - Vente d'une villa sur plan - Livraison printemps 2023 - Villa A","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 8 ', ' Codice immobile ': ' 4630537 ', ' Numero oggetto ': ' ..c809cd07-c399-4309-b3ca-75ee9edc6af6 '}", 3'265'000.– ,Casa monofamiliare 8 Locali,
 1206, Genève,", Genève - Appartement de 192 m2 avec terrasse en pignon","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 192 m', ' Locali ': ' 8 ', ' Ultima ristrutturazione ': ' 2018 ', ' Codice immobile ': ' 4513193 ', ' Numero oggetto ': ' ..0e11cfbf-a26a-4fcd-a309-e7457e1312d6 '}", 3'390'000.– ,Appartamento 8 Locali,
 1223, Cologny,", Cologny - Sur le coteau, profitant de superbes vues sur le lac, magnifique...","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 400 m', ' Locali ': ' 9 ', ' Codice immobile ': ' 3923929 ', ' Numero oggetto ': ' ..660d1acc-b6f4-4273-b540-cfc4f4910543 '}", su richiesta ,Casa monofamiliare 9 Locali,
 1207, Genève,", Genève - Magnifique et rare duplex avec jardin, quai rive gauche à Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 230 m', ' Locali ': ' 5.5 ', ' Ultima ristrutturazione ': ' 2015 ', ' Codice immobile ': ' 4514152 ', ' Numero oggetto ': ' ..cd35e163-b38c-4189-9d95-7d4aa90cf2a3 '}", su richiesta ,Appartamento 5.5 Locali,
 1204, Genève,", Genève - Magnifique attique avec vue sur la Rade de Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 230 m', ' Locali ': ' 6 ', ' Codice immobile ': ' 4514120 ', ' Numero oggetto ': ' ..db3349db-600e-48d4-9479-17b04a21ca8a '}", su richiesta ,Appartamento 6 Locali,
 1208, Genève,", Genève - Tulipiers","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 108 m', ' Locali ': ' 4 ', ' Piano ': ' 2° piano ', ' Codice immobile ': ' 4516128 ', ' Numero oggetto ': ' ..b5a558d2-e654-4924-9330-41e8d0674db8 '}", 1'350'000.– ,Appartamento 4 Locali,
 1205, Genève,", Genève - Magnifique attique contemporain en duplex","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 197 m', ' Locali ': ' 5 ', ' Piano ': ' 8° piano ', ' Piani della casa ': ' 2 ', ' Anno di costruzione ': ' 2010 ', ' Codice immobile ': ' 4830398 ', ' Numero oggetto ': ' ..90ce74ce-2550-42bd-82ed-61e43de81065 '}", 3'800'000.– ,Attico 5 Locali,
 1212, Grand-Lancy,", Grand-Lancy - #3339264 / Wohnung / CH-1212 Grand-Lancy / CHF 2'195'000.-","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 170 m', ' Locali ': ' 6 ', ' Piano ': ' 2° piano ', ' Piani della casa ': ' 1 ', ' Anno di costruzione ': ' 2005 ', ' Codice immobile ': ' 4826891 ', ' Numero oggetto ': ' ..296a8a68-9c37-4556-81a6-15d6057fcc7f '}", 2'195'000.– ,Appartamento 6 Locali,
 1218, Le Grand-Saconnex,", Le Grand-Saconnex - Magnifique appart 4,5 p / 3 chambres / 2 SDB / avec terrasse","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 174 m', ' Locali ': ' 4 ', ' Piano ': ' 1° piano ', ' Anno di costruzione ': ' 1970 ', ' Codice immobile ': ' 4789557 ', ' Numero oggetto ': ' 121862914 '}", 1'900'000.– ,Appartamento 4 Locali,
 1206, Genève,", Genève - Exceptionel attique avec une superbe vue lac","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 290 m', ' Locali ': ' 8 ', ' Codice immobile ': ' 4829395 ', ' Numero oggetto ': ' ..7d019971-d987-4be9-b5ca-64d06faeece8 '}", su richiesta ,Attico 8 Locali,
 1206, Genève,", Genève - Champel, 3 Monnier, magnifique appartement de 9 pièces avec jardin ...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 363 m', ' Locali ': ' 9 ', ' Codice immobile ': ' 4513935 ', ' Numero oggetto ': ' ..631450f8-ce4c-4b83-973f-55ae4907f69a '}", su richiesta ,Appartamento 9 Locali,
" Route de Pregny,", 1292,", Chambésy - Magnifique attique 5 pièces Chambésy","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 128 m', ' Locali ': ' 5 ', ' Piano ': ' 2° piano ', ' Anno di costruzione ': ' 2023 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4525022 ', ' Numero oggetto ': ' ..122543ec-edec-4147-a774-66fe7b77fd9b '}", 1'858'000.– ,Appartamento 5 Locali,
 1201, Genève,", Genève - Appartement coup de coeur , Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 198 m', ' Locali ': ' 6 ', ' Piano ': ' 1° piano ', ' Ultima ristrutturazione ': ' 2016 ', ' Codice immobile ': ' 4539421 ', ' Numero oggetto ': ' ..335b6bce-301c-4e8b-b7ba-1868706f3e97 '}", 1'995'000.– ,Appartamento 6 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - EXCLUSIVITE ! CHARMANTE VILLA INDIVIDUELLE DANS QUARTIER RESIDENTIEL","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 200 m', ' Locali ': ' 8 ', ' Anno di costruzione ': ' 1982 ', ' Ultima ristrutturazione ': ' 2018 ', ' Codice immobile ': ' 4829032 ', ' Numero oggetto ': ' ..6527ff20-f347-4178-8a9a-4f7409ecfdbf '}", 4'890'000.– ,Casa monofamiliare 8 Locali,
 1209, Genève,", Genève - APPARTEMENT DE PRESTIGE RIVE DROITE","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 165 m', ' Locali ': ' 5.5 ', ' Codice immobile ': ' 4515532 ', ' Numero oggetto ': ' ..caaec582-0297-4f7a-a8ab-cc7dfe230e58 '}", su richiesta ,Appartamento 5.5 Locali,
" Route de Pregny,", 1292,", Chambésy - Superbe appartement 3 pièces avec jardin et pk .","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 72 m', ' Locali ': ' 3 ', ' Piano ': ' Piano terra ', ' Anno di costruzione ': ' 2023 ', ' Codice immobile ': ' 4525025 ', ' Numero oggetto ': ' ..d65b2726-e6f8-4761-852f-9e91f6a85fa6 '}", 1'108'000.– ,Appartamento 3 Locali,
 1208, Genève,", Genève - Duplex en Attique: Vue Panoramique exceptionnelle","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 230 m', ' Locali ': ' 9 ', ' Ultima ristrutturazione ': ' 2014 ', ' Codice immobile ': ' 4829435 ', ' Numero oggetto ': ' ..961c3f79-d59d-4bbd-90ad-c1434491a333 '}", 6'000'000.– ,Appartamento 9 Locali,
 1204, Genève,", Genève - En exclusivité: Duplex avec cachet rue des Granges","{' Tipo di oggetto ': ' Mansarda ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 148 m', ' Locali ': ' 4 ', ' Piano ': ' 4° piano ', ' Piani della casa ': ' 2 ', ' Codice immobile ': ' 4530116 ', ' Numero oggetto ': ' ..135e671f-89a3-4541-82a3-a538f2613f9a '}", 2'850'000.– ,Mansarda 4 Locali,
 1206, Genève,", Genève - Magnifique appartement de réception","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 285 m', ' Locali ': ' 8 ', ' Piano ': ' 2° piano ', ' Anno di costruzione ': ' 1920 ', ' Ultima ristrutturazione ': ' 2005 ', ' Codice immobile ': ' 4793463 ', ' Numero oggetto ': ' ..d14b01e0-b87d-47c2-9e16-e2cac8d7cef5 '}", su richiesta ,Appartamento 8 Locali,
 1223, Cologny,", Cologny - Maison exceptionelle avec Vue epoustouflante sur le Lac","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 510 m', ' Locali ': ' 11 ', ' Anno di costruzione ': ' 2014 ', ' Codice immobile ': ' 4517325 ', ' Numero oggetto ': ' ..3ebd7b2d-d08e-4a87-ae68-5f0c02e70bf7 '}", su richiesta ,Casa monofamiliare 11 Locali,
 1206, Genève,", Genève - A 5 minutes à pied du plateau de Champel - CASATAX","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 66 m', ' Locali ': ' 3 ', ' Piano ': ' 6° piano ', ' Anno di costruzione ': ' 1971 ', ' Codice immobile ': ' 4824724 ', ' Numero oggetto ': ' ..c5bb08e3-5612-4394-9852-51fb601572d3 '}", 995'000.– ,Appartamento 3 Locali,
 1206, Genève,", Genève - Exceptionnel appartement aux généreux volumes avec studio","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 206 m', ' Locali ': ' 9 ', ' Piano ': ' Più alto di 8° piano ', ' Anno di costruzione ': ' 1973 ', ' Codice immobile ': ' 4829414 ', ' Numero oggetto ': ' ..4f52af61-1964-40d3-a4fc-5723d2a5d097 '}", su richiesta ,Appartamento 9 Locali,
 1208, Genève,", Genève - FLORISSANT-MALAGNOU - Bel appartement au centre-ville avec piscine ...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 105 m', ' Locali ': ' 3.5 ', ' Codice immobile ': ' 4515591 ', ' Numero oggetto ': ' ..76597ce7-0bf1-4628-afe7-6e36f45e57f8 '}", 1'590'000.– ,Appartamento 3.5 Locali,
" Chemin François-Lehmann,", 1218,", Le Grand-Saconnex - Penthouse lumineux meublé de 3 pièces, Grand-Saconnex, Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 25 m', ' Locali ': ' 3 ', ' Piano ': ' Più alto di 8° piano ', ' Anno di costruzione ': ' 1975 ', ' Codice immobile ': ' 4796612 ', ' Numero oggetto ': ' ..ed524379-620f-487a-9af1-1c7e3ff38add '}", 850'000.– ,Appartamento 3 Locali,
 1223, Cologny,", Cologny - Magnifique villa avec vue panoramique sur le lac","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 9 ', ' Anno di costruzione ': ' 2000 ', ' Codice immobile ': ' 4514007 ', ' Numero oggetto ': ' ..2e3fbe91-e475-4668-bc3e-7119f27c8bec '}", 15'000'000.– ,Casa monofamiliare 9 Locali,
 1208, Genève,", Genève - APPARTEMENT 3 PIECES DE STANDING","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 76 m', ' Locali ': ' 3 ', ' Piano ': ' 7° piano ', ' Codice immobile ': ' 4797065 ', ' Numero oggetto ': ' ..4a17b8a3-fa76-48de-b2fa-fae9e2f24079 '}", 1'590'000.– ,Appartamento 3 Locali,
 1206, Genève,", Genève - La campagne en centre ville","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 161 m', ' Locali ': ' 6 ', ' Piano ': ' 2° piano ', ' Anno di costruzione ': ' 2020 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4521486 ', ' Numero oggetto ': ' ..ee74d39d-6250-4038-a74c-cc95dcfedbe8 '}", 2'995'000.– ,Attico 6 Locali,
 1209, Genève,", Genève - Magnifique appartement en attique au petit Saconnex","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 410 m', ' Locali ': ' 9 ', ' Piano ': ' 8° piano ', ' Codice immobile ': ' 4514221 ', ' Numero oggetto ': ' ..ae324f32-7904-44e3-958e-db8d9c9a0409 '}", 4'760'000.– ,Appartamento 9 Locali,
 1219, Le Lignon,", Le Lignon - Appartement 3 pièces lumineux et en très bon état - Exclusivité","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 64 m', ' Locali ': ' 3 ', ' Piano ': ' Più alto di 8° piano ', ' Anno di costruzione ': ' 1974 ', ' Codice immobile ': ' 4794497 ', ' Numero oggetto ': ' ..bd97ab00-b040-48a8-b173-cc69a98ec4b8 '}", 575'000.– ,Appartamento 3 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - Magnifique attique de standing à Chêne-Bougerie","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 161 m', ' Locali ': ' 5 ', ' Piano ': ' Interrato ', ' Anno di costruzione ': ' 2018 ', ' Codice immobile ': ' 4794165 ', ' Numero oggetto ': ' ..cc3e0c14-623a-4f4e-9855-0a3a8c2e1c73 '}", 3'490'000.– ,Appartamento 5 Locali,
 1205, Genève,", Genève - Appartement 4 pièces à Florissant","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 4 ', ' Codice immobile ': ' 4798886 ', ' Numero oggetto ': ' ..9293e244-7761-4ea9-a571-4ecbc1d6ee8d '}", 1'900'000.– ,Appartamento 4 Locali,
 1227, Carouge GE,", Carouge GE - Charmant attique construit avec beaucoup de goût","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 240 m', ' Locali ': ' 5 ', ' Piano ': ' 3° piano ', ' Anno di costruzione ': ' 1985 ', ' Ultima ristrutturazione ': ' 2002 ', ' Codice immobile ': ' 4625500 ', ' Numero oggetto ': ' ..f339b21c-38a6-4d16-9989-8cb18f9e5eff '}", 2'740'000.– ,Appartamento 5 Locali,
 1208, Genève,", Genève - Lumineux 6 pièces avec grand jardin","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 134 m', ' Locali ': ' 6 ', ' Piano ': ' Piano terra ', ' Anno di costruzione ': ' 1996 ', ' Codice immobile ': ' 4796370 ', ' Numero oggetto ': ' ..564255a9-0628-463f-93fe-24075f83686d '}", 2'200'000.– ,Appartamento 6 Locali,
 1223, Cologny,", Cologny - EXCLUSIVITÉ - Belle villa rénovée avec vue lac panoramique.","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 350 m', ' Locali ': ' 9.5 ', ' Codice immobile ': ' 4800014 ', ' Numero oggetto ': ' ..9c1a6fe3-a2e9-4936-a113-443952c385be '}", su richiesta ,Casa monofamiliare 9.5 Locali,
 1204, Genève,", Genève - Appartement à vendre 5 pièces à 1204 Genève - Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 137 m', ' Locali ': ' 5 ', ' Codice immobile ': ' 4800187 ', ' Numero oggetto ': ' ..b7160bd7-3aab-42cc-bbd5-b05ebe32b5a4 '}", 2'875'000.– ,Appartamento 5 Locali,
 1223, Cologny,", Cologny - Magnifique appartement à Cologny","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 154 m', ' Locali ': ' 4 ', ' Piano ': ' 2° piano ', ' Anno di costruzione ': ' 1981 ', ' Codice immobile ': ' 4859469 ', ' Numero oggetto ': ' ..4101fbd7-396c-4753-afdf-143ae3be4721 '}", 3'900'000.– ,Attico 4 Locali,
 1206, Genève,", Genève - Genève - Champel : spacieux appartement de 6.5 pièces","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 193 m', ' Locali ': ' 6.5 ', ' Piano ': ' 4° piano ', ' Anno di costruzione ': ' 1942 ', ' Codice immobile ': ' 4798731 ', ' Numero oggetto ': ' ..659f4419-6d62-42a1-b9c4-93c25878b2e0 '}", 2'900'000.– ,Appartamento 6.5 Locali,
 1292, Chambésy,", Chambésy - Maison à vendre 5 pièces à 1292 Chambésy - Genève","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 168.21 m', ' Locali ': ' 5 ', ' Codice immobile ': ' 4794096 ', ' Numero oggetto ': ' ..5796c7eb-e61e-4e35-b52e-bf67e3396989 '}", 2'650'000.– ,Casa monofamiliare 5 Locali,
